wavenumber_cm-1,absorbance
3746.0,0.02236
3745.0,0.02767
3744.0,0.02616
3743.0,0.02230
3742.0,0.02372
3741.0,0.01772
3740.0,0.02361
3739.0,0.02368
3738.0,0.02638
3737.0,0.02266
3736.0,0.02800
3735.0,0.03092
3734.0,0.02685
3733.0,0.02805
3732.0,0.02678
3731.0,0.02673
3730.0,0.02335
3729.0,0.02876
3728.0,0.02692
3727.0,0.03809
3726.0,0.03572
3725.0,0.03002
3724.0,0.02450
3723.0,0.02299
3722.0,0.03474
3721.0,0.03034
3720.0,0.03166
3719.0,0.02078
3718.0,0.03438
3717.0,0.03225
3716.0,0.02467
3715.0,0.02811
3714.0,0.03204
3713.0,0.03123
3712.0,0.02976
3711.0,0.03095
3710.0,0.03047
3709.0,0.03274
3708.0,0.03960
3707.0,0.01966
3706.0,0.03157
3705.0,0.03390
3704.0,0.03477
3703.0,0.03169
3702.0,0.02504
3701.0,0.03573
3700.0,0.04300
3699.0,0.02696
3698.0,0.03923
3697.0,0.03354
3696.0,0.03516
3695.0,0.03048
3694.0,0.03435
3693.0,0.04281
3692.0,0.03951
3691.0,0.04554
3690.0,0.04306
3689.0,0.03966
3688.0,0.04648
3687.0,0.04025
3686.0,0.04249
3685.0,0.03716
3684.0,0.03928
3683.0,0.03576
3682.0,0.04450
3681.0,0.03397
3680.0,0.04408
3679.0,0.03953
3678.0,0.04665
3677.0,0.04486
3676.0,0.05052
3675.0,0.04539
3674.0,0.03420
3673.0,0.04205
3672.0,0.03684
3671.0,0.04044
3670.0,0.05091
3669.0,0.04688
3668.0,0.04053
3667.0,0.03929
3666.0,0.04485
3665.0,0.03894
3664.0,0.04201
3663.0,0.04727
3662.0,0.05183
3661.0,0.04944
3660.0,0.03529
3659.0,0.04862
3658.0,0.04781
3657.0,0.04987
3656.0,0.05624
3655.0,0.03820
3654.0,0.04593
3653.0,0.05220
3652.0,0.04170
3651.0,0.05736
3650.0,0.05219
3649.0,0.05495
3648.0,0.04824
3647.0,0.05553
3646.0,0.05719
3645.0,0.05339
3644.0,0.05378
3643.0,0.05434
3642.0,0.04906
3641.0,0.05303
3640.0,0.05340
3639.0,0.05647
3638.0,0.05995
3637.0,0.05005
3636.0,0.05512
3635.0,0.06355
3634.0,0.05283
3633.0,0.05285
3632.0,0.05838
3631.0,0.06200
3630.0,0.05825
3629.0,0.06525
3628.0,0.06331
3627.0,0.06366
3626.0,0.06264
3625.0,0.07194
3624.0,0.05970
3623.0,0.05114
3622.0,0.06961
3621.0,0.05973
3620.0,0.06300
3619.0,0.06945
3618.0,0.05533
3617.0,0.05753
3616.0,0.05623
3615.0,0.06071
3614.0,0.06733
3613.0,0.06821
3612.0,0.06742
3611.0,0.05944
3610.0,0.05541
3609.0,0.06770
3608.0,0.06553
3607.0,0.07066
3606.0,0.07234
3605.0,0.07000
3604.0,0.07358
3603.0,0.07140
3602.0,0.07339
3601.0,0.06770
3600.0,0.07081
3599.0,0.07318
3598.0,0.07679
3597.0,0.07121
3596.0,0.07628
3595.0,0.07285
3594.0,0.07409
3593.0,0.07933
3592.0,0.06572
3591.0,0.06971
3590.0,0.06929
3589.0,0.06555
3588.0,0.07434
3587.0,0.08200
3586.0,0.07735
3585.0,0.08029
3584.0,0.08527
3583.0,0.08699
3582.0,0.08054
3581.0,0.08819
3580.0,0.08241
3579.0,0.07831
3578.0,0.08006
3577.0,0.07618
3576.0,0.07969
3575.0,0.08289
3574.0,0.08925
3573.0,0.09439
3572.0,0.07943
3571.0,0.08887
3570.0,0.08226
3569.0,0.09040
3568.0,0.08794
3567.0,0.08002
3566.0,0.09439
3565.0,0.08729
3564.0,0.08823
3563.0,0.08613
3562.0,0.08879
3561.0,0.09479
3560.0,0.09230
3559.0,0.09548
3558.0,0.09624
3557.0,0.10163
3556.0,0.09391
3555.0,0.08885
3554.0,0.10217
3553.0,0.09579
3552.0,0.10363
3551.0,0.10059
3550.0,0.09863
3549.0,0.10165
3548.0,0.11028
3547.0,0.11154
3546.0,0.10213
3545.0,0.10321
3544.0,0.10843
3543.0,0.09945
3542.0,0.10598
3541.0,0.10483
3540.0,0.10717
3539.0,0.10208
3538.0,0.09895
3537.0,0.09719
3536.0,0.10262
3535.0,0.10657
3534.0,0.10806
3533.0,0.11988
3532.0,0.11639
3531.0,0.10671
3530.0,0.11393
3529.0,0.11083
3528.0,0.11213
3527.0,0.11515
3526.0,0.11801
3525.0,0.11390
3524.0,0.12160
3523.0,0.11127
3522.0,0.11770
3521.0,0.13135
3520.0,0.12018
3519.0,0.12693
3518.0,0.12093
3517.0,0.12408
3516.0,0.12161
3515.0,0.12175
3514.0,0.11942
3513.0,0.12619
3512.0,0.12050
3511.0,0.12881
3510.0,0.13164
3509.0,0.12877
3508.0,0.12624
3507.0,0.13068
3506.0,0.12760
3505.0,0.13457
3504.0,0.12148
3503.0,0.12970
3502.0,0.12217
3501.0,0.12541
3500.0,0.14045
3499.0,0.13887
3498.0,0.13156
3497.0,0.12840
3496.0,0.12186
3495.0,0.13473
3494.0,0.15032
3493.0,0.14117
3492.0,0.13698
3491.0,0.14288
3490.0,0.13353
3489.0,0.14063
3488.0,0.14341
3487.0,0.14327
3486.0,0.14845
3485.0,0.14701
3484.0,0.14943
3483.0,0.14345
3482.0,0.15218
3481.0,0.15665
3480.0,0.14446
3479.0,0.14569
3478.0,0.15762
3477.0,0.15080
3476.0,0.15960
3475.0,0.15119
3474.0,0.16150
3473.0,0.15571
3472.0,0.15718
3471.0,0.16455
3470.0,0.15575
3469.0,0.15369
3468.0,0.15700
3467.0,0.16235
3466.0,0.15310
3465.0,0.16497
3464.0,0.15994
3463.0,0.16923
3462.0,0.15238
3461.0,0.16128
3460.0,0.15764
3459.0,0.16281
3458.0,0.16905
3457.0,0.16778
3456.0,0.16829
3455.0,0.16963
3454.0,0.17233
3453.0,0.16715
3452.0,0.17661
3451.0,0.17727
3450.0,0.17678
3449.0,0.17852
3448.0,0.17812
3447.0,0.18771
3446.0,0.17800
3445.0,0.17780
3444.0,0.17647
3443.0,0.17598
3442.0,0.17583
3441.0,0.17852
3440.0,0.18353
3439.0,0.18647
3438.0,0.18597
3437.0,0.18281
3436.0,0.19207
3435.0,0.19219
3434.0,0.18862
3433.0,0.18709
3432.0,0.19403
3431.0,0.19316
3430.0,0.18592
3429.0,0.19376
3428.0,0.19636
3427.0,0.19149
3426.0,0.19789
3425.0,0.19062
3424.0,0.20553
3423.0,0.20604
3422.0,0.19950
3421.0,0.20354
3420.0,0.19063
3419.0,0.19786
3418.0,0.20314
3417.0,0.20022
3416.0,0.21013
3415.0,0.21751
3414.0,0.20262
3413.0,0.20529
3412.0,0.21164
3411.0,0.21950
3410.0,0.20632
3409.0,0.21466
3408.0,0.22351
3407.0,0.20714
3406.0,0.20998
3405.0,0.21527
3404.0,0.21578
3403.0,0.22344
3402.0,0.22159
3401.0,0.21251
3400.0,0.22497
3399.0,0.22051
3398.0,0.23078
3397.0,0.22228
3396.0,0.22325
3395.0,0.23016
3394.0,0.23228
3393.0,0.23173
3392.0,0.22208
3391.0,0.23423
3390.0,0.22739
3389.0,0.23476
3388.0,0.22750
3387.0,0.23788
3386.0,0.23265
3385.0,0.23130
3384.0,0.24232
3383.0,0.24100
3382.0,0.23776
3381.0,0.24913
3380.0,0.24072
3379.0,0.24413
3378.0,0.24636
3377.0,0.24296
3376.0,0.24947
3375.0,0.24550
3374.0,0.24716
3373.0,0.25709
3372.0,0.24613
3371.0,0.24033
3370.0,0.26151
3369.0,0.26726
3368.0,0.25355
3367.0,0.24696
3366.0,0.25616
3365.0,0.25735
3364.0,0.25890
3363.0,0.25535
3362.0,0.26489
3361.0,0.26569
3360.0,0.25667
3359.0,0.26871
3358.0,0.27656
3357.0,0.26824
3356.0,0.26677
3355.0,0.26883
3354.0,0.27370
3353.0,0.26306
3352.0,0.27362
3351.0,0.27193
3350.0,0.28421
3349.0,0.27519
3348.0,0.28549
3347.0,0.27273
3346.0,0.28227
3345.0,0.28203
3344.0,0.27718
3343.0,0.28351
3342.0,0.28978
3341.0,0.28320
3340.0,0.27746
3339.0,0.28693
3338.0,0.28361
3337.0,0.28751
3336.0,0.28992
3335.0,0.28291
3334.0,0.28446
3333.0,0.29606
3332.0,0.29214
3331.0,0.28304
3330.0,0.30089
3329.0,0.29944
3328.0,0.29562
3327.0,0.29372
3326.0,0.30559
3325.0,0.30427
3324.0,0.31555
3323.0,0.30685
3322.0,0.30781
3321.0,0.30615
3320.0,0.31218
3319.0,0.31234
3318.0,0.31659
3317.0,0.30884
3316.0,0.31039
3315.0,0.31129
3314.0,0.31876
3313.0,0.32341
3312.0,0.31475
3311.0,0.31604
3310.0,0.32085
3309.0,0.31917
3308.0,0.32628
3307.0,0.31138
3306.0,0.31963
3305.0,0.32097
3304.0,0.31440
3303.0,0.32231
3302.0,0.32367
3301.0,0.32837
3300.0,0.33606
3299.0,0.33039
3298.0,0.32758
3297.0,0.33358
3296.0,0.34023
3295.0,0.33123
3294.0,0.33267
3293.0,0.34114
3292.0,0.33836
3291.0,0.34383
3290.0,0.34165
3289.0,0.34635
3288.0,0.33878
3287.0,0.34502
3286.0,0.34515
3285.0,0.34124
3284.0,0.34062
3283.0,0.35299
3282.0,0.34893
3281.0,0.34669
3280.0,0.35244
3279.0,0.35968
3278.0,0.34375
3277.0,0.34879
3276.0,0.35277
3275.0,0.36581
3274.0,0.36103
3273.0,0.36457
3272.0,0.35615
3271.0,0.35737
3270.0,0.36631
3269.0,0.36548
3268.0,0.36904
3267.0,0.36647
3266.0,0.36991
3265.0,0.37042
3264.0,0.37463
3263.0,0.37588
3262.0,0.36485
3261.0,0.36282
3260.0,0.38017
3259.0,0.38220
3258.0,0.37226
3257.0,0.36917
3256.0,0.38006
3255.0,0.38532
3254.0,0.39075
3253.0,0.38544
3252.0,0.38210
3251.0,0.38059
3250.0,0.38620
3249.0,0.38574
3248.0,0.38325
3247.0,0.39966
3246.0,0.39943
3245.0,0.39727
3244.0,0.38807
3243.0,0.39804
3242.0,0.39804
3241.0,0.39814
3240.0,0.40325
3239.0,0.40126
3238.0,0.40286
3237.0,0.40342
3236.0,0.40301
3235.0,0.39346
3234.0,0.40386
3233.0,0.40173
3232.0,0.39918
3231.0,0.41505
3230.0,0.41635
3229.0,0.41556
3228.0,0.41110
3227.0,0.41763
3226.0,0.41200
3225.0,0.41400
3224.0,0.40857
3223.0,0.41707
3222.0,0.41644
3221.0,0.41067
3220.0,0.41797
3219.0,0.41886
3218.0,0.42929
3217.0,0.42581
3216.0,0.42243
3215.0,0.42465
3214.0,0.42465
3213.0,0.42444
3212.0,0.42107
3211.0,0.42675
3210.0,0.42479
3209.0,0.42329
3208.0,0.43311
3207.0,0.43353
3206.0,0.42365
3205.0,0.43297
3204.0,0.43957
3203.0,0.44089
3202.0,0.44172
3201.0,0.43778
3200.0,0.43436
3199.0,0.43416
3198.0,0.44229
3197.0,0.44345
3196.0,0.44897
3195.0,0.44901
3194.0,0.44383
3193.0,0.43924
3192.0,0.44484
3191.0,0.44849
3190.0,0.44736
3189.0,0.44644
3188.0,0.45156
3187.0,0.44873
3186.0,0.44906
3185.0,0.45471
3184.0,0.45209
3183.0,0.45627
3182.0,0.45735
3181.0,0.45123
3180.0,0.45545
3179.0,0.46598
3178.0,0.45391
3177.0,0.45006
3176.0,0.45225
3175.0,0.46263
3174.0,0.46355
3173.0,0.46372
3172.0,0.47128
3171.0,0.45275
3170.0,0.46900
3169.0,0.47572
3168.0,0.46317
3167.0,0.46780
3166.0,0.46682
3165.0,0.46699
3164.0,0.47071
3163.0,0.48036
3162.0,0.48328
3161.0,0.47328
3160.0,0.48535
3159.0,0.47686
3158.0,0.48631
3157.0,0.47792
3156.0,0.47989
3155.0,0.48191
3154.0,0.49682
3153.0,0.48601
3152.0,0.47905
3151.0,0.48826
3150.0,0.48243
3149.0,0.48261
3148.0,0.49042
3147.0,0.48685
3146.0,0.48889
3145.0,0.48837
3144.0,0.49078
3143.0,0.49202
3142.0,0.48100
3141.0,0.49481
3140.0,0.48735
3139.0,0.48582
3138.0,0.49351
3137.0,0.49500
3136.0,0.49187
3135.0,0.50026
3134.0,0.49015
3133.0,0.49557
3132.0,0.49543
3131.0,0.49886
3130.0,0.50123
3129.0,0.49553
3128.0,0.50492
3127.0,0.50234
3126.0,0.49328
3125.0,0.49366
3124.0,0.50410
3123.0,0.50376
3122.0,0.50505
3121.0,0.50613
3120.0,0.50808
3119.0,0.51238
3118.0,0.50277
3117.0,0.50314
3116.0,0.50421
3115.0,0.51178
3114.0,0.51723
3113.0,0.50950
3112.0,0.49980
3111.0,0.50444
3110.0,0.50943
3109.0,0.51145
3108.0,0.51283
3107.0,0.51569
3106.0,0.51456
3105.0,0.52198
3104.0,0.51396
3103.0,0.51364
3102.0,0.52095
3101.0,0.51147
3100.0,0.52169
3099.0,0.52084
3098.0,0.52017
3097.0,0.52942
3096.0,0.51894
3095.0,0.53292
3094.0,0.52205
3093.0,0.51734
3092.0,0.52463
3091.0,0.51944
3090.0,0.52160
3089.0,0.52787
3088.0,0.52919
3087.0,0.52383
3086.0,0.53239
3085.0,0.53375
3084.0,0.53565
3083.0,0.53162
3082.0,0.53628
3081.0,0.52055
3080.0,0.52885
3079.0,0.52658
3078.0,0.53198
3077.0,0.52899
3076.0,0.53148
3075.0,0.54218
3074.0,0.53237
3073.0,0.53573
3072.0,0.53294
3071.0,0.53491
3070.0,0.53499
3069.0,0.53762
3068.0,0.54162
3067.0,0.54444
3066.0,0.53816
3065.0,0.53995
3064.0,0.53164
3063.0,0.53734
3062.0,0.54287
3061.0,0.54287
3060.0,0.53997
3059.0,0.54370
3058.0,0.54208
3057.0,0.54598
3056.0,0.54177
3055.0,0.53889
3054.0,0.54268
3053.0,0.52667
3052.0,0.54356
3051.0,0.52372
3050.0,0.53366
3049.0,0.54484
3048.0,0.54526
3047.0,0.53735
3046.0,0.53989
3045.0,0.55059
3044.0,0.54159
3043.0,0.55549
3042.0,0.54453
3041.0,0.54683
3040.0,0.55313
3039.0,0.54594
3038.0,0.54051
3037.0,0.54521
3036.0,0.54580
3035.0,0.53938
3034.0,0.54513
3033.0,0.54291
3032.0,0.55144
3031.0,0.54719
3030.0,0.54579
3029.0,0.54686
3028.0,0.54868
3027.0,0.55082
3026.0,0.54290
3025.0,0.54285
3024.0,0.55373
3023.0,0.54629
3022.0,0.54141
3021.0,0.55085
3020.0,0.55107
3019.0,0.54122
3018.0,0.55014
3017.0,0.55278
3016.0,0.55108
3015.0,0.55246
3014.0,0.54237
3013.0,0.55113
3012.0,0.54804
3011.0,0.54721
3010.0,0.55404
3009.0,0.55714
3008.0,0.55877
3007.0,0.55642
3006.0,0.54934
3005.0,0.55169
3004.0,0.55379
3003.0,0.55058
3002.0,0.55064
3001.0,0.55412
3000.0,0.54971
2999.0,0.54636
2998.0,0.54793
2997.0,0.55316
2996.0,0.54999
2995.0,0.55167
2994.0,0.55330
2993.0,0.54807
2992.0,0.55372
2991.0,0.55184
2990.0,0.54380
2989.0,0.55725
2988.0,0.54763
2987.0,0.54200
2986.0,0.54528
2985.0,0.54572
2984.0,0.55154
2983.0,0.55052
2982.0,0.55103
2981.0,0.55690
2980.0,0.55691
2979.0,0.55860
2978.0,0.56134
2977.0,0.56522
2976.0,0.55511
2975.0,0.56810
2974.0,0.56417
2973.0,0.58139
2972.0,0.58842
2971.0,0.60208
2970.0,0.61248
2969.0,0.61858
2968.0,0.62745
2967.0,0.64614
2966.0,0.65618
2965.0,0.67517
2964.0,0.69760
2963.0,0.70832
2962.0,0.73431
2961.0,0.75328
2960.0,0.76485
2959.0,0.79400
2958.0,0.81151
2957.0,0.82640
2956.0,0.83853
2955.0,0.85269
2954.0,0.86678
2953.0,0.88218
2952.0,0.88194
2951.0,0.89322
2950.0,0.88606
2949.0,0.88939
2948.0,0.88604
2947.0,0.88985
2946.0,0.86013
2945.0,0.86128
2944.0,0.83941
2943.0,0.82365
2942.0,0.80370
2941.0,0.78583
2940.0,0.76273
2939.0,0.75042
2938.0,0.72065
2937.0,0.70882
2936.0,0.68090
2935.0,0.66573
2934.0,0.64374
2933.0,0.63571
2932.0,0.62636
2931.0,0.60586
2930.0,0.59380
2929.0,0.57916
2928.0,0.57492
2927.0,0.56077
2926.0,0.55813
2925.0,0.55905
2924.0,0.56096
2923.0,0.56607
2922.0,0.54798
2921.0,0.55823
2920.0,0.55373
2919.0,0.55459
2918.0,0.56180
2917.0,0.56579
2916.0,0.57348
2915.0,0.57999
2914.0,0.58582
2913.0,0.59749
2912.0,0.62239
2911.0,0.63297
2910.0,0.64765
2909.0,0.66765
2908.0,0.68881
2907.0,0.70272
2906.0,0.71474
2905.0,0.73901
2904.0,0.75373
2903.0,0.75885
2902.0,0.76895
2901.0,0.77482
2900.0,0.77539
2899.0,0.77049
2898.0,0.76471
2897.0,0.75543
2896.0,0.73561
2895.0,0.73046
2894.0,0.70412
2893.0,0.68952
2892.0,0.68180
2891.0,0.66102
2890.0,0.64602
2889.0,0.61965
2888.0,0.59868
2887.0,0.58792
2886.0,0.57575
2885.0,0.56328
2884.0,0.55772
2883.0,0.54091
2882.0,0.53654
2881.0,0.52317
2880.0,0.52483
2879.0,0.51804
2878.0,0.51055
2877.0,0.51008
2876.0,0.50785
2875.0,0.50539
2874.0,0.51390
2873.0,0.50312
2872.0,0.50117
2871.0,0.49082
2870.0,0.49585
2869.0,0.49810
2868.0,0.49513
2867.0,0.50465
2866.0,0.49611
2865.0,0.50259
2864.0,0.49568
2863.0,0.49478
2862.0,0.49337
2861.0,0.49306
2860.0,0.50085
2859.0,0.47988
2858.0,0.48068
2857.0,0.48718
2856.0,0.48917
2855.0,0.49175
2854.0,0.48986
2853.0,0.48477
2852.0,0.49097
2851.0,0.49021
2850.0,0.48516
2849.0,0.48823
2848.0,0.48395
2847.0,0.47895
2846.0,0.48441
2845.0,0.48063
2844.0,0.47924
2843.0,0.48575
2842.0,0.46528
2841.0,0.46959
2840.0,0.46989
2839.0,0.47314
2838.0,0.47282
2837.0,0.46568
2836.0,0.46742
2835.0,0.46716
2834.0,0.48287
2833.0,0.47871
2832.0,0.46675
2831.0,0.46610
2830.0,0.46127
2829.0,0.45658
2828.0,0.46463
2827.0,0.45932
2826.0,0.46297
2825.0,0.45448
2824.0,0.45775
2823.0,0.46139
2822.0,0.46155
2821.0,0.46088
2820.0,0.45126
2819.0,0.46120
2818.0,0.45199
2817.0,0.45821
2816.0,0.45405
2815.0,0.44627
2814.0,0.45062
2813.0,0.45308
2812.0,0.45336
2811.0,0.44863
2810.0,0.45603
2809.0,0.45244
2808.0,0.44515
2807.0,0.44922
2806.0,0.45416
2805.0,0.45332
2804.0,0.43639
2803.0,0.43692
2802.0,0.44799
2801.0,0.43428
2800.0,0.43197
2799.0,0.43516
2798.0,0.43869
2797.0,0.43508
2796.0,0.43134
2795.0,0.43021
2794.0,0.42902
2793.0,0.42717
2792.0,0.44196
2791.0,0.43103
2790.0,0.43296
2789.0,0.42506
2788.0,0.42555
2787.0,0.42189
2786.0,0.41117
2785.0,0.41651
2784.0,0.41332
2783.0,0.41009
2782.0,0.41432
2781.0,0.42589
2780.0,0.41800
2779.0,0.42363
2778.0,0.41819
2777.0,0.41900
2776.0,0.40954
2775.0,0.41561
2774.0,0.41558
2773.0,0.40800
2772.0,0.41262
2771.0,0.41160
2770.0,0.40496
2769.0,0.40103
2768.0,0.39966
2767.0,0.40495
2766.0,0.40508
2765.0,0.39841
2764.0,0.40144
2763.0,0.40309
2762.0,0.40225
2761.0,0.40584
2760.0,0.40339
2759.0,0.39092
2758.0,0.40326
2757.0,0.39111
2756.0,0.39790
2755.0,0.39193
2754.0,0.38845
2753.0,0.38038
2752.0,0.38747
2751.0,0.37944
2750.0,0.39098
2749.0,0.39264
2748.0,0.37997
2747.0,0.38437
2746.0,0.37814
2745.0,0.37753
2744.0,0.38344
2743.0,0.37828
2742.0,0.38607
2741.0,0.37385
2740.0,0.38016
2739.0,0.37454
2738.0,0.37693
2737.0,0.36961
2736.0,0.37049
2735.0,0.36905
2734.0,0.36434
2733.0,0.37072
2732.0,0.36955
2731.0,0.36816
2730.0,0.37176
2729.0,0.37021
2728.0,0.35997
2727.0,0.36260
2726.0,0.35650
2725.0,0.35862
2724.0,0.35439
2723.0,0.36437
2722.0,0.35697
2721.0,0.35295
2720.0,0.35889
2719.0,0.34095
2718.0,0.34061
2717.0,0.35354
2716.0,0.34874
2715.0,0.34857
2714.0,0.33957
2713.0,0.34496
2712.0,0.35398
2711.0,0.34696
2710.0,0.34256
2709.0,0.33840
2708.0,0.33750
2707.0,0.32770
2706.0,0.33852
2705.0,0.34033
2704.0,0.32711
2703.0,0.33055
2702.0,0.32695
2701.0,0.32679
2700.0,0.33076
2699.0,0.31895
2698.0,0.33132
2697.0,0.33090
2696.0,0.32475
2695.0,0.31248
2694.0,0.31878
2693.0,0.32881
2692.0,0.30763
2691.0,0.31866
2690.0,0.31338
2689.0,0.32218
2688.0,0.31366
2687.0,0.31794
2686.0,0.31763
2685.0,0.32286
2684.0,0.31155
2683.0,0.31333
2682.0,0.30290
2681.0,0.31517
2680.0,0.30429
2679.0,0.30418
2678.0,0.30576
2677.0,0.29694
2676.0,0.30478
2675.0,0.30736
2674.0,0.30288
2673.0,0.29236
2672.0,0.29857
2671.0,0.30179
2670.0,0.28758
2669.0,0.29049
2668.0,0.29914
2667.0,0.29500
2666.0,0.29460
2665.0,0.30073
2664.0,0.29267
2663.0,0.29252
2662.0,0.30168
2661.0,0.28595
2660.0,0.28193
2659.0,0.28696
2658.0,0.28592
2657.0,0.27999
2656.0,0.27637
2655.0,0.29198
2654.0,0.28097
2653.0,0.27458
2652.0,0.28173
2651.0,0.27552
2650.0,0.27371
2649.0,0.27669
2648.0,0.26634
2647.0,0.27347
2646.0,0.28019
2645.0,0.27187
2644.0,0.26658
2643.0,0.26484
2642.0,0.26425
2641.0,0.26395
2640.0,0.26225
2639.0,0.26765
2638.0,0.25333
2637.0,0.26523
2636.0,0.25795
2635.0,0.26066
2634.0,0.25207
2633.0,0.26329
2632.0,0.26181
2631.0,0.25931
2630.0,0.24588
2629.0,0.25654
2628.0,0.25336
2627.0,0.24225
2626.0,0.24910
2625.0,0.24999
2624.0,0.24989
2623.0,0.24695
2622.0,0.24647
2621.0,0.25133
2620.0,0.24905
2619.0,0.22754
2618.0,0.23925
2617.0,0.23897
2616.0,0.22999
2615.0,0.23819
2614.0,0.24293
2613.0,0.23022
2612.0,0.23630
2611.0,0.22901
2610.0,0.22920
2609.0,0.23892
2608.0,0.22780
2607.0,0.23180
2606.0,0.21911
2605.0,0.23676
