wavenumber_cm-1,absorbance
3773.0,0.00000
3772.0,0.00000
3771.0,0.00000
3770.0,0.00100
3769.0,0.00000
3768.0,0.00181
3767.0,0.00173
3766.0,0.01016
3765.0,0.00000
3764.0,0.00447
3763.0,0.00000
3762.0,0.00000
3761.0,0.00000
3760.0,0.00000
3759.0,0.00376
3758.0,0.00000
3757.0,0.00045
3756.0,0.00000
3755.0,0.00582
3754.0,0.00000
3753.0,0.00000
3752.0,0.00000
3751.0,0.00000
3750.0,0.00000
3749.0,0.00000
3748.0,0.00674
3747.0,0.00031
3746.0,0.00000
3745.0,0.00000
3744.0,0.00574
3743.0,0.00087
3742.0,0.00033
3741.0,0.00000
3740.0,0.00029
3739.0,0.00413
3738.0,0.00287
3737.0,0.00119
3736.0,0.00000
3735.0,0.00268
3734.0,0.00000
3733.0,0.00560
3732.0,0.00000
3731.0,0.00000
3730.0,0.00012
3729.0,0.00000
3728.0,0.00878
3727.0,0.00748
3726.0,0.00000
3725.0,0.00405
3724.0,0.00209
3723.0,0.00000
3722.0,0.00147
3721.0,0.00000
3720.0,0.00065
3719.0,0.00000
3718.0,0.00000
3717.0,0.00000
3716.0,0.00622
3715.0,0.00196
3714.0,0.00028
3713.0,0.00796
3712.0,0.00000
3711.0,0.00000
3710.0,0.00000
3709.0,0.00822
3708.0,0.00521
3707.0,0.00499
3706.0,0.00377
3705.0,0.00099
3704.0,0.00153
3703.0,0.00000
3702.0,0.00000
3701.0,0.00079
3700.0,0.00810
3699.0,0.00334
3698.0,0.00029
3697.0,0.00000
3696.0,0.00000
3695.0,0.00867
3694.0,0.00322
3693.0,0.00105
3692.0,0.00000
3691.0,0.00000
3690.0,0.00046
3689.0,0.00520
3688.0,0.00000
3687.0,0.00000
3686.0,0.00000
3685.0,0.00152
3684.0,0.00000
3683.0,0.00000
3682.0,0.00000
3681.0,0.00555
3680.0,0.00000
3679.0,0.00410
3678.0,0.00888
3677.0,0.00000
3676.0,0.00000
3675.0,0.00237
3674.0,0.00146
3673.0,0.00000
3672.0,0.00388
3671.0,0.01172
3670.0,0.00041
3669.0,0.00075
3668.0,0.00000
3667.0,0.00349
3666.0,0.00000
3665.0,0.00000
3664.0,0.00851
3663.0,0.00000
3662.0,0.00768
3661.0,0.00997
3660.0,0.00373
3659.0,0.00529
3658.0,0.01238
3657.0,0.00173
3656.0,0.00000
3655.0,0.00000
3654.0,0.00322
3653.0,0.01051
3652.0,0.00802
3651.0,0.00000
3650.0,0.00000
3649.0,0.00106
3648.0,0.00516
3647.0,0.00280
3646.0,0.00504
3645.0,0.00558
3644.0,0.00275
3643.0,0.00418
3642.0,0.00557
3641.0,0.00427
3640.0,0.00737
3639.0,0.01437
3638.0,0.00814
3637.0,0.00563
3636.0,0.00000
3635.0,0.00766
3634.0,0.00000
3633.0,0.00000
3632.0,0.01057
3631.0,0.01004
3630.0,0.00597
3629.0,0.00000
3628.0,0.00531
3627.0,0.00400
3626.0,0.01082
3625.0,0.01917
3624.0,0.00921
3623.0,0.00449
3622.0,0.00280
3621.0,0.00865
3620.0,0.00833
3619.0,0.00374
3618.0,0.01038
3617.0,0.00435
3616.0,0.01597
3615.0,0.01605
3614.0,0.01649
3613.0,0.00903
3612.0,0.01433
3611.0,0.01145
3610.0,0.01053
3609.0,0.01116
3608.0,0.00674
3607.0,0.00642
3606.0,0.01801
3605.0,0.01350
3604.0,0.01597
3603.0,0.02034
3602.0,0.00711
3601.0,0.01232
3600.0,0.01759
3599.0,0.01916
3598.0,0.01581
3597.0,0.02335
3596.0,0.01977
3595.0,0.01319
3594.0,0.01515
3593.0,0.02439
3592.0,0.02326
3591.0,0.01203
3590.0,0.02887
3589.0,0.02573
3588.0,0.03009
3587.0,0.02210
3586.0,0.02320
3585.0,0.01972
3584.0,0.03873
3583.0,0.02587
3582.0,0.03541
3581.0,0.02497
3580.0,0.02978
3579.0,0.02138
3578.0,0.02861
3577.0,0.03625
3576.0,0.02590
3575.0,0.03836
3574.0,0.03554
3573.0,0.02952
3572.0,0.03312
3571.0,0.03425
3570.0,0.03724
3569.0,0.03576
3568.0,0.03528
3567.0,0.03889
3566.0,0.03629
3565.0,0.03601
3564.0,0.04327
3563.0,0.04901
3562.0,0.03805
3561.0,0.04683
3560.0,0.04471
3559.0,0.04424
3558.0,0.05458
3557.0,0.04893
3556.0,0.06024
3555.0,0.05011
3554.0,0.05722
3553.0,0.05546
3552.0,0.05415
3551.0,0.06221
3550.0,0.05988
3549.0,0.06507
3548.0,0.06325
3547.0,0.05951
3546.0,0.06591
3545.0,0.06818
3544.0,0.07424
3543.0,0.06648
3542.0,0.07240
3541.0,0.06559
3540.0,0.07910
3539.0,0.07210
3538.0,0.07017
3537.0,0.08062
3536.0,0.08819
3535.0,0.07682
3534.0,0.08081
3533.0,0.08436
3532.0,0.08429
3531.0,0.09373
3530.0,0.08971
3529.0,0.09209
3528.0,0.10059
3527.0,0.09590
3526.0,0.10388
3525.0,0.09893
3524.0,0.09982
3523.0,0.09883
3522.0,0.11947
3521.0,0.11075
3520.0,0.11578
3519.0,0.11666
3518.0,0.11989
3517.0,0.12165
3516.0,0.13328
3515.0,0.12091
3514.0,0.12072
3513.0,0.12587
3512.0,0.12672
3511.0,0.13962
3510.0,0.14251
3509.0,0.13616
3508.0,0.13659
3507.0,0.14439
3506.0,0.15576
3505.0,0.13738
3504.0,0.15682
3503.0,0.15154
3502.0,0.16489
3501.0,0.15709
3500.0,0.16388
3499.0,0.16063
3498.0,0.16617
3497.0,0.18090
3496.0,0.18102
3495.0,0.17788
3494.0,0.17854
3493.0,0.17645
3492.0,0.18702
3491.0,0.19192
3490.0,0.19477
3489.0,0.19787
3488.0,0.19590
3487.0,0.20438
3486.0,0.20774
3485.0,0.21764
3484.0,0.22380
3483.0,0.21709
3482.0,0.21728
3481.0,0.22414
3480.0,0.22481
3479.0,0.22754
3478.0,0.23439
3477.0,0.23292
3476.0,0.24464
3475.0,0.24459
3474.0,0.24988
3473.0,0.25126
3472.0,0.25211
3471.0,0.25459
3470.0,0.26175
3469.0,0.26381
3468.0,0.27137
3467.0,0.27384
3466.0,0.27073
3465.0,0.28158
3464.0,0.27824
3463.0,0.28561
3462.0,0.29096
3461.0,0.28582
3460.0,0.30043
3459.0,0.30451
3458.0,0.30677
3457.0,0.30925
3456.0,0.31332
3455.0,0.31414
3454.0,0.32152
3453.0,0.32396
3452.0,0.33104
3451.0,0.32843
3450.0,0.33950
3449.0,0.34292
3448.0,0.34538
3447.0,0.34778
3446.0,0.35663
3445.0,0.34943
3444.0,0.36395
3443.0,0.36676
3442.0,0.37086
3441.0,0.37525
3440.0,0.37396
3439.0,0.37982
3438.0,0.38819
3437.0,0.39103
3436.0,0.39379
3435.0,0.38905
3434.0,0.40317
3433.0,0.41018
3432.0,0.41322
3431.0,0.41317
3430.0,0.40803
3429.0,0.42434
3428.0,0.42268
3427.0,0.41453
3426.0,0.43284
3425.0,0.42724
3424.0,0.43194
3423.0,0.43896
3422.0,0.45218
3421.0,0.44764
3420.0,0.45449
3419.0,0.46550
3418.0,0.46833
3417.0,0.46342
3416.0,0.46627
3415.0,0.46470
3414.0,0.47102
3413.0,0.48009
3412.0,0.48338
3411.0,0.48535
3410.0,0.49315
3409.0,0.48765
3408.0,0.49454
3407.0,0.50175
3406.0,0.50425
3405.0,0.50988
3404.0,0.50967
3403.0,0.50926
3402.0,0.51570
3401.0,0.51192
3400.0,0.51173
3399.0,0.52579
3398.0,0.52553
3397.0,0.53021
3396.0,0.52301
3395.0,0.53245
3394.0,0.53401
3393.0,0.53537
3392.0,0.53105
3391.0,0.54323
3390.0,0.55193
3389.0,0.55183
3388.0,0.54935
3387.0,0.55466
3386.0,0.56085
3385.0,0.54553
3384.0,0.56093
3383.0,0.56642
3382.0,0.56922
3381.0,0.57636
3380.0,0.57552
3379.0,0.57334
3378.0,0.57516
3377.0,0.57939
3376.0,0.57451
3375.0,0.57869
3374.0,0.58505
3373.0,0.59188
3372.0,0.58279
3371.0,0.58479
3370.0,0.58740
3369.0,0.59443
3368.0,0.58881
3367.0,0.59749
3366.0,0.58643
3365.0,0.59138
3364.0,0.59231
3363.0,0.59815
3362.0,0.60030
3361.0,0.58831
3360.0,0.59200
3359.0,0.59891
3358.0,0.59451
3357.0,0.59071
3356.0,0.60396
3355.0,0.60161
3354.0,0.60192
3353.0,0.59731
3352.0,0.60501
3351.0,0.59877
3350.0,0.60548
3349.0,0.59541
3348.0,0.59559
3347.0,0.60071
3346.0,0.59594
3345.0,0.60252
3344.0,0.60006
3343.0,0.59370
3342.0,0.59817
3341.0,0.59547
3340.0,0.60115
3339.0,0.59269
3338.0,0.59287
3337.0,0.60027
3336.0,0.60449
3335.0,0.60231
3334.0,0.59158
3333.0,0.59124
3332.0,0.59663
3331.0,0.58710
3330.0,0.58152
3329.0,0.58561
3328.0,0.58585
3327.0,0.57794
3326.0,0.57229
3325.0,0.57171
3324.0,0.58053
3323.0,0.57166
3322.0,0.57294
3321.0,0.57284
3320.0,0.57294
3319.0,0.56618
3318.0,0.56831
3317.0,0.55926
3316.0,0.55974
3315.0,0.55421
3314.0,0.56272
3313.0,0.55460
3312.0,0.54866
3311.0,0.54817
3310.0,0.54634
3309.0,0.54841
3308.0,0.53435
3307.0,0.53450
3306.0,0.53512
3305.0,0.54694
3304.0,0.53627
3303.0,0.52811
3302.0,0.52936
3301.0,0.53318
3300.0,0.51876
3299.0,0.51510
3298.0,0.51995
3297.0,0.51328
3296.0,0.51104
3295.0,0.50198
3294.0,0.51095
3293.0,0.50664
3292.0,0.49765
3291.0,0.49494
3290.0,0.47804
3289.0,0.48799
3288.0,0.48043
3287.0,0.48013
3286.0,0.47791
3285.0,0.46930
3284.0,0.45903
3283.0,0.46577
3282.0,0.45665
3281.0,0.45511
3280.0,0.45011
3279.0,0.44778
3278.0,0.43427
3277.0,0.44822
3276.0,0.43969
3275.0,0.44026
3274.0,0.44085
3273.0,0.42731
3272.0,0.41440
3271.0,0.41515
3270.0,0.40978
3269.0,0.40949
3268.0,0.40857
3267.0,0.39432
3266.0,0.40219
3265.0,0.38907
3264.0,0.39424
3263.0,0.38833
3262.0,0.38343
3261.0,0.38075
3260.0,0.37453
3259.0,0.37027
3258.0,0.36103
3257.0,0.36540
3256.0,0.37088
3255.0,0.36766
3254.0,0.36047
3253.0,0.35350
3252.0,0.34270
3251.0,0.34941
3250.0,0.33804
3249.0,0.33410
3248.0,0.32912
3247.0,0.32718
3246.0,0.32069
3245.0,0.31861
3244.0,0.30977
3243.0,0.30950
3242.0,0.31896
3241.0,0.30341
3240.0,0.29877
3239.0,0.29886
3238.0,0.29597
3237.0,0.28312
3236.0,0.28392
3235.0,0.28583
3234.0,0.27890
3233.0,0.27448
3232.0,0.27797
3231.0,0.26317
3230.0,0.26335
3229.0,0.25673
3228.0,0.26319
3227.0,0.24242
3226.0,0.24528
3225.0,0.24247
3224.0,0.24493
3223.0,0.24117
3222.0,0.24166
3221.0,0.22338
3220.0,0.23160
3219.0,0.22300
3218.0,0.21778
3217.0,0.22047
3216.0,0.20987
3215.0,0.20080
3214.0,0.20608
3213.0,0.19722
3212.0,0.19826
3211.0,0.20019
3210.0,0.19675
3209.0,0.20001
3208.0,0.18799
3207.0,0.17826
3206.0,0.17911
3205.0,0.17529
3204.0,0.17082
3203.0,0.17614
3202.0,0.16783
3201.0,0.15828
3200.0,0.16879
3199.0,0.16193
3198.0,0.16147
3197.0,0.15745
3196.0,0.15734
3195.0,0.15167
3194.0,0.15499
3193.0,0.14828
3192.0,0.14551
3191.0,0.14301
3190.0,0.13113
3189.0,0.13506
3188.0,0.13210
3187.0,0.13197
3186.0,0.12171
3185.0,0.13427
3184.0,0.12426
3183.0,0.11534
3182.0,0.11054
3181.0,0.11541
3180.0,0.11412
3179.0,0.10876
3178.0,0.11062
3177.0,0.10480
3176.0,0.10864
3175.0,0.10016
3174.0,0.10153
3173.0,0.10458
3172.0,0.11053
3171.0,0.09066
3170.0,0.09143
3169.0,0.08763
3168.0,0.09386
3167.0,0.08234
3166.0,0.08382
3165.0,0.08429
3164.0,0.07777
3163.0,0.07613
3162.0,0.07682
3161.0,0.06700
3160.0,0.06861
3159.0,0.07214
3158.0,0.07333
3157.0,0.07008
3156.0,0.06058
3155.0,0.06560
3154.0,0.07041
3153.0,0.06772
3152.0,0.06309
3151.0,0.05762
3150.0,0.06381
3149.0,0.05638
3148.0,0.05208
3147.0,0.05258
3146.0,0.06253
3145.0,0.05511
3144.0,0.05855
3143.0,0.04912
3142.0,0.05500
3141.0,0.04611
3140.0,0.04717
3139.0,0.05924
3138.0,0.04953
3137.0,0.04209
3136.0,0.04309
3135.0,0.04409
3134.0,0.04748
3133.0,0.03796
3132.0,0.03071
3131.0,0.03704
3130.0,0.03756
3129.0,0.03710
3128.0,0.04222
3127.0,0.03632
3126.0,0.03792
3125.0,0.02749
3124.0,0.03650
3123.0,0.04181
3122.0,0.03439
3121.0,0.03100
3120.0,0.02974
3119.0,0.03715
3118.0,0.02284
3117.0,0.02619
3116.0,0.02834
3115.0,0.02907
3114.0,0.02249
3113.0,0.02555
3112.0,0.02198
3111.0,0.02335
3110.0,0.02147
3109.0,0.01582
3108.0,0.02083
3107.0,0.02475
3106.0,0.01497
3105.0,0.01805
3104.0,0.02205
3103.0,0.01285
3102.0,0.01861
3101.0,0.01190
3100.0,0.02238
3099.0,0.02780
3098.0,0.02589
3097.0,0.01423
3096.0,0.01859
3095.0,0.01507
3094.0,0.01455
3093.0,0.02138
3092.0,0.00664
3091.0,0.01813
3090.0,0.01223
3089.0,0.01915
3088.0,0.01269
3087.0,0.00804
3086.0,0.01245
3085.0,0.01441
3084.0,0.01059
3083.0,0.01254
3082.0,0.00719
3081.0,0.00000
3080.0,0.01371
3079.0,0.01242
3078.0,0.00940
3077.0,0.00873
3076.0,0.01331
3075.0,0.00559
3074.0,0.00410
3073.0,0.00645
3072.0,0.01311
3071.0,0.00000
3070.0,0.01268
3069.0,0.00331
3068.0,0.00080
3067.0,0.01240
3066.0,0.00542
3065.0,0.00000
3064.0,0.00374
3063.0,0.01001
3062.0,0.01114
3061.0,0.00288
3060.0,0.00688
3059.0,0.00826
3058.0,0.00131
3057.0,0.00616
3056.0,0.00408
3055.0,0.00142
3054.0,0.00150
3053.0,0.00417
3052.0,0.00385
3051.0,0.00075
3050.0,0.00133
3049.0,0.00891
3048.0,0.00430
3047.0,0.00754
3046.0,0.00902
3045.0,0.00585
3044.0,0.01416
3043.0,0.00000
3042.0,0.00666
3041.0,0.00093
3040.0,0.01172
3039.0,0.01085
3038.0,0.00000
3037.0,0.00000
3036.0,0.00543
3035.0,0.00599
3034.0,0.00565
3033.0,0.00154
3032.0,0.00410
3031.0,0.00503
3030.0,0.00131
3029.0,0.00677
3028.0,0.00000
3027.0,0.00469
3026.0,0.00000
3025.0,0.00621
3024.0,0.00022
3023.0,0.00000
3022.0,0.00313
3021.0,0.00000
3020.0,0.00000
3019.0,0.00000
3018.0,0.00095
3017.0,0.00353
3016.0,0.00612
3015.0,0.00027
3014.0,0.00618
3013.0,0.00101
3012.0,0.00043
3011.0,0.00375
3010.0,0.00618
3009.0,0.00000
3008.0,0.00000
3007.0,0.00028
3006.0,0.00167
3005.0,0.00000
3004.0,0.00709
3003.0,0.00057
3002.0,0.00577
3001.0,0.00058
3000.0,0.00824
2999.0,0.01077
2998.0,0.00989
2997.0,0.02628
2996.0,0.02347
2995.0,0.03744
2994.0,0.04206
2993.0,0.04471
2992.0,0.05917
2991.0,0.07884
2990.0,0.09524
2989.0,0.11623
2988.0,0.13834
2987.0,0.15710
2986.0,0.19367
2985.0,0.21418
2984.0,0.25879
2983.0,0.28539
2982.0,0.31707
2981.0,0.34976
2980.0,0.37999
2979.0,0.39582
2978.0,0.41425
2977.0,0.43257
2976.0,0.43688
2975.0,0.44536
2974.0,0.45503
2973.0,0.43258
2972.0,0.42621
2971.0,0.39606
2970.0,0.38004
2969.0,0.34916
2968.0,0.32024
2967.0,0.29173
2966.0,0.26557
2965.0,0.22608
2964.0,0.19526
2963.0,0.16111
2962.0,0.14253
2961.0,0.11462
2960.0,0.09902
2959.0,0.07646
2958.0,0.06997
2957.0,0.03857
2956.0,0.03667
2955.0,0.03450
2954.0,0.02237
2953.0,0.01614
2952.0,0.01659
2951.0,0.01065
2950.0,0.01961
2949.0,0.03462
2948.0,0.03364
2947.0,0.03019
2946.0,0.04173
2945.0,0.05721
2944.0,0.08038
2943.0,0.09047
2942.0,0.11346
2941.0,0.14662
2940.0,0.17442
2939.0,0.19820
2938.0,0.22578
2937.0,0.25529
2936.0,0.29048
2935.0,0.31184
2934.0,0.35259
2933.0,0.36723
2932.0,0.38897
2931.0,0.40596
2930.0,0.40589
2929.0,0.39086
2928.0,0.39091
2927.0,0.37616
2926.0,0.34510
2925.0,0.31820
2924.0,0.29340
2923.0,0.25499
2922.0,0.23867
2921.0,0.18797
2920.0,0.16445
2919.0,0.14067
2918.0,0.11551
2917.0,0.09501
2916.0,0.07611
2915.0,0.05725
2914.0,0.05042
2913.0,0.02303
2912.0,0.02500
2911.0,0.01465
2910.0,0.01373
2909.0,0.01033
2908.0,0.00186
2907.0,0.00124
2906.0,0.00706
2905.0,0.00400
2904.0,0.00000
2903.0,0.01196
2902.0,0.01363
2901.0,0.00000
2900.0,0.00563
2899.0,0.01867
2898.0,0.01296
2897.0,0.01425
2896.0,0.01773
2895.0,0.02353
2894.0,0.03485
2893.0,0.04535
2892.0,0.06678
2891.0,0.07890
2890.0,0.09935
2889.0,0.11875
2888.0,0.14974
2887.0,0.17198
2886.0,0.20223
2885.0,0.23404
2884.0,0.25409
2883.0,0.27466
2882.0,0.28906
2881.0,0.29707
2880.0,0.29937
2879.0,0.29523
2878.0,0.29108
2877.0,0.26671
2876.0,0.25897
2875.0,0.22900
2874.0,0.19938
2873.0,0.17400
2872.0,0.14660
2871.0,0.12556
2870.0,0.09796
2869.0,0.08660
2868.0,0.05914
2867.0,0.03673
2866.0,0.03224
2865.0,0.01618
2864.0,0.01854
2863.0,0.01841
2862.0,0.01221
2861.0,0.00000
2860.0,0.00013
2859.0,0.01142
2858.0,0.00318
2857.0,0.00100
2856.0,0.00587
2855.0,0.01261
2854.0,0.00668
2853.0,0.00081
2852.0,0.00184
2851.0,0.00312
2850.0,0.00000
2849.0,0.00000
2848.0,0.00027
2847.0,0.00000
2846.0,0.00000
2845.0,0.00048
2844.0,0.01171
2843.0,0.00000
2842.0,0.00000
2841.0,0.00000
2840.0,0.00219
2839.0,0.00523
2838.0,0.00000
2837.0,0.00000
2836.0,0.00000
2835.0,0.00000
2834.0,0.00268
2833.0,0.00023
2832.0,0.00000
2831.0,0.00000
2830.0,0.00016
2829.0,0.00252
2828.0,0.00000
2827.0,0.00000
2826.0,0.00000
2825.0,0.00000
2824.0,0.00809
2823.0,0.00000
2822.0,0.00000
2821.0,0.00110
2820.0,0.00000
2819.0,0.00000
2818.0,0.00000
2817.0,0.00000
2816.0,0.00000
2815.0,0.00000
2814.0,0.00000
2813.0,0.00000
2812.0,0.00000
2811.0,0.00113
2810.0,0.00320
2809.0,0.00448
2808.0,0.00000
2807.0,0.00462
2806.0,0.00587
2805.0,0.00568
2804.0,0.00695
2803.0,0.00000
2802.0,0.00000
2801.0,0.00413
2800.0,0.00000
2799.0,0.00105
2798.0,0.00000
2797.0,0.00000
2796.0,0.00000
2795.0,0.00000
2794.0,0.00000
2793.0,0.00444
2792.0,0.00495
2791.0,0.00000
2790.0,0.00000
2789.0,0.00000
2788.0,0.00201
2787.0,0.00000
2786.0,0.00303
2785.0,0.00876
2784.0,0.00000
2783.0,0.00000
2782.0,0.00000
2781.0,0.00000
2780.0,0.00000
2779.0,0.00653
2778.0,0.00113
2777.0,0.00000
2776.0,0.00327
2775.0,0.00630
2774.0,0.00000
2773.0,0.00000
2772.0,0.00000
2771.0,0.00142
2770.0,0.00320
2769.0,0.00591
2768.0,0.00606
2767.0,0.00593
2766.0,0.00681
2765.0,0.00331
2764.0,0.00000
2763.0,0.00000
2762.0,0.00157
2761.0,0.00000
2760.0,0.00456
2759.0,0.00000
2758.0,0.00000
2757.0,0.00722
2756.0,0.00333
2755.0,0.00110
2754.0,0.00463
2753.0,0.00531
2752.0,0.00171
2751.0,0.00000
2750.0,0.00000
2749.0,0.00000
2748.0,0.00000
2747.0,0.00099
2746.0,0.00596
2745.0,0.00000
2744.0,0.00000
2743.0,0.01014
2742.0,0.00000
2741.0,0.00000
2740.0,0.00119
2739.0,0.00213
2738.0,0.00000
2737.0,0.00395
2736.0,0.00000
2735.0,0.00000
2734.0,0.00089
2733.0,0.00385
2732.0,0.00000
2731.0,0.00165
2730.0,0.00000
2729.0,0.01412
2728.0,0.00000
2727.0,0.00692
2726.0,0.00000
2725.0,0.00000
2724.0,0.00361
2723.0,0.00447
2722.0,0.00634
2721.0,0.00164
2720.0,0.00000
2719.0,0.00000
2718.0,0.00255
2717.0,0.00290
2716.0,0.00699
2715.0,0.00209
2714.0,0.00530
2713.0,0.00758
2712.0,0.00082
2711.0,0.00000
2710.0,0.00000
2709.0,0.00000
2708.0,0.00796
2707.0,0.00000
2706.0,0.00616
2705.0,0.00293
2704.0,0.00858
2703.0,0.00502
2702.0,0.00000
2701.0,0.00000
2700.0,0.00043
2699.0,0.00088
2698.0,0.00000
2697.0,0.00000
2696.0,0.00805
2695.0,0.00000
2694.0,0.00129
2693.0,0.00000
2692.0,0.00094
2691.0,0.00420
2690.0,0.00000
2689.0,0.00386
2688.0,0.00000
2687.0,0.00553
2686.0,0.00000
2685.0,0.00311
2684.0,0.00091
2683.0,0.00000
2682.0,0.00000
2681.0,0.00110
2680.0,0.00777
2679.0,0.00144
2678.0,0.00129
2677.0,0.00000
2676.0,0.00716
2675.0,0.00904
2674.0,0.00014
2673.0,0.00000
2672.0,0.00000
2671.0,0.00442
2670.0,0.01351
2669.0,0.00359
2668.0,0.00632
2667.0,0.00271
2666.0,0.00000
2665.0,0.00668
2664.0,0.00000
2663.0,0.00000
2662.0,0.00139
2661.0,0.00441
2660.0,0.00208
2659.0,0.00193
2658.0,0.00000
2657.0,0.00000
2656.0,0.00031
2655.0,0.00000
2654.0,0.00000
2653.0,0.00000
2652.0,0.00000
2651.0,0.00000
2650.0,0.00000
2649.0,0.00000
2648.0,0.00091
2647.0,0.00204
2646.0,0.01004
2645.0,0.00000
2644.0,0.00000
2643.0,0.00456
2642.0,0.00000
2641.0,0.00000
2640.0,0.00855
2639.0,0.00000
2638.0,0.00000
2637.0,0.00000
2636.0,0.00168
2635.0,0.00153
2634.0,0.00000
2633.0,0.00000
2632.0,0.00267
2631.0,0.00289
2630.0,0.00000
2629.0,0.00311
2628.0,0.00286
2627.0,0.00000
2626.0,0.00000
2625.0,0.00208
2624.0,0.00000
2623.0,0.00000
2622.0,0.00000
2621.0,0.00376
2620.0,0.00790
2619.0,0.00000
2618.0,0.01307
2617.0,0.00000
2616.0,0.00478
2615.0,0.00617
2614.0,0.00492
2613.0,0.00075
2612.0,0.00000
2611.0,0.00313
2610.0,0.00000
2609.0,0.00000
2608.0,0.01414
2607.0,0.00354
2606.0,0.00909
2605.0,0.00000
